Customer_ID,Age,Gender,Persona,Job,Annual_Income,Credit_Score,Account_Balance,Spending_Score,Loan_Amount,Loan_Term_Months,Loan_Default,Customer_Feedback,Age_missing,Annual_Income_missing,Credit_Score_missing,Account_Balance_missing,Spending_Score_missing,Loan_Amount_missing,Loan_Term_Months_missing,Gender_missing,Persona_missing,Job_missing,Customer_Feedback_missing,Job_norm,Annual_Income_raw,Account_Balance_raw,Loan_Amount_raw,Spending_Score_raw,Credit_Score_raw,Age_raw,Annual_Income_log1p,Account_Balance_log1p,Loan_Amount_log1p,loan_to_income,loan_to_balance,balance_to_income,monthly_loan_payment_est,income_per_age,credit_bucket,age_group,feedback_char_count,feedback_word_count,feedback_avg_word_len,feedback_pos_count,feedback_neg_count,feedback_polarity,feedback_has_question,feedback_has_exclaim,feedback_capital_words,feedback_has_url,feedback_llm_label,feedback_llm_score,Gender_F,Gender_M,Persona_professional,Persona_retiree,Persona_young_adult,credit_bucket_excellent,credit_bucket_good,credit_bucket_low,credit_bucket_medium,age_group_adult,age_group_mid,age_group_senior,age_group_young,job_norm_freq,job_norm_top_1,job_norm_top_2,job_norm_top_3,job_norm_top_4,job_norm_top_5,job_norm_top_6,job_norm_top_7,job_norm_top_other
CUST-592841,51,M,professional,Commissioning editor,136102.39709999997,680.0,46135.64,55.52,19759.64,24,0,Seamless mobile banking integration is a major convenience.,0,0,0,0,0,0,0,0,0,0,0,other_commissioning_editor,141082.1,46135.64,19759.64,55.52,680,51,11.821170148651346,10.739362707229551,9.891447359441324,0.14518216005763399,0.4282944812296865,0.3389774242264222,823.3183332990284,2668.6744528888494,good,mid,59.0,8.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,False,True,True,False,False,False,True,False,False,False,True,False,False,2,0,0,0,0,0,0,0,1
CUST-389666,79,F,retiree,retired,40973.9,639.0,3346.43,26.98,22638.08,12,0,"The staff are always polite and attentive; it’s comforting, really.",0,0,0,0,0,0,0,0,0,0,0,other_retired,40973.9,3346.43,22638.08,26.98,639,79,10.620714963096544,8.11594816621898,10.027432895449051,0.5525000061014317,6.7648449242904345,0.08167223525219514,1886.506666509458,518.6569620187512,medium,senior,67.0,10.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-205389,40,F,professional,Patent examiner,112541.24,686.0,31786.85,51.39,15633.19,60,1,I find the account management system to be overly complex and difficult to navigate effectively.,0,0,0,0,0,0,0,0,0,0,0,other_patent_examiner,112541.24,31786.85,15633.19,51.39,686,40,11.63108389682331,10.366839420287139,9.6572154617063,0.13891076728850563,0.49181312398049853,0.2824462392630445,260.55316666232414,2813.530999929662,good,adult,96.0,15.0,5.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.7,True,False,True,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1
CUST-310548,64,M,retiree,retired,61889.0,690.0,18044.44,32.42,33155.03,60,1,"The bank's policies seem designed to benefit them, not their customers.",0,0,0,0,0,0,0,0,0,0,0,other_retired,61889.0,18044.44,33155.03,32.42,690,64,11.033113894733408,9.800648300265348,10.408979879524615,0.5357176558031228,1.8374097505934328,0.2915613436959671,552.5838333241236,967.0156249848903,good,mid,71.0,11.0,5.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,False,True,False,False,True,False,False,False,True,False,False,327,1,0,0,0,0,0,0,0
CUST-780776,72,M,retiree,retired,43883.89,703.0,12866.13,53.05,22611.64,36,0,I am really happy with the personal attention I receive from my bank.,0,0,0,0,0,0,0,0,0,0,0,other_retired,43883.89,12866.13,22611.64,53.05,703,72,10.689325348471863,9.46243127649915,10.026264320950277,0.5152606115820518,1.7574546503104074,0.2931857225966,628.1011110936639,609.4984722137569,good,senior,69.0,13.0,4.384615384615385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.9,False,True,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-541409,75,F,retiree,retired,28615.15,686.0,3104.54,24.26,13129.97,60,0,"The new password requirements keep my finances safe and secure, right?",0,0,0,0,0,0,0,0,0,0,0,other_retired,28615.15,3104.54,13129.97,24.26,686,75,10.261726522747871,8.040942892289937,9.48272884118653,0.45884679968476627,4.229280344268642,0.10849287877225496,218.8328333296861,381.5353333282462,good,senior,70.0,11.0,5.454545454545454,1.0,0.0,1.0,1.0,0.0,0.0,0.0,positive,0.6,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-201255,31,M,professional,Secondary school teacher,77843.16,679.0,31279.62,19.36,26140.17,60,0,The online platform's efficiency has greatly streamlined our business transactions.,0,0,0,0,0,0,0,0,0,0,0,education,77843.16,31279.62,26140.17,19.36,679,31,11.262464158391781,10.350754015434681,10.171266745166612,0.3358056122079276,0.8356933364279733,0.4018287541255981,435.66949999273885,2511.069677338353,good,adult,83.0,10.0,7.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.7,False,True,True,False,False,False,True,False,False,True,False,False,False,30,0,0,0,0,0,1,0,0
CUST-185544,18,M,young_adult,Intern,10111.88,523.0,86.64,56.18,4453.26,36,1,Why are the fees for crypto transactions so high? I'm losing money!,0,0,0,0,0,0,0,0,0,0,0,other_intern,10111.88,86.64,4453.26,56.18,523,18,9.221565137916611,4.473237514727265,8.401616220608425,0.44039881802390457,51.39958448694137,0.008568139653555169,123.70166666323053,561.7711110799015,low,young,67.0,12.0,4.666666666666667,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,negative,-0.9,False,True,False,False,True,False,False,True,False,False,False,False,True,24,0,0,0,0,0,0,0,1
CUST-303322,73,M,retiree,retired,48859.68,808.0,3766.97,44.01,11448.04,24,0,Your team's attention to safeguarding my funds gives me assurance.,0,0,0,0,0,0,0,0,0,0,0,other_retired,48859.68,3766.97,11448.04,44.01,808,73,10.796728262029664,8.234291673881119,9.345661162672622,0.2343044407986251,3.0390579165740537,0.07709772147504697,477.00166664679165,669.3106849223382,excellent,senior,66.0,10.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,False,True,False,True,False,True,False,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-572407,58,M,professional,Magazine journalist,96040.11,711.0,19813.81,51.87,38288.65,24,1,My request for a higher line of credit was denied despite my excellent credit history.,0,0,0,0,0,0,0,0,0,0,0,other_magazine_journalist,96040.11,19813.81,38288.65,51.87,711,58,11.472531607952698,9.89418491688313,10.552934903661738,0.39867353338099676,1.932422386204272,0.20630765624903796,1595.3604166001933,1655.8639654886922,good,mid,86.0,15.0,4.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,True,False,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,1
CUST-665990,62,F,retiree,retired,50841.9,756.0,14784.37,21.92,15285.98,60,0,The online process was easy to navigate and manage.,0,0,0,0,0,0,0,0,0,0,0,other_retired,50841.9,14784.37,15285.98,21.92,756,62,10.836495765376023,9.601393457336993,9.634756764699008,0.3006571351582002,1.0339283987074839,0.29079106012953315,254.76633332908725,820.0306451480641,excellent,mid,51.0,9.0,4.777777777777778,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,False,True,False,True,False,False,False,False,True,False,False,327,1,0,0,0,0,0,0,0
CUST-434165,52,F,professional,Secretary/administrator,76584.1,693.0,46109.11,52.61,39600.98,24,1,I am satisfied with the personalized financial advice I received from my account manager.,0,0,0,0,0,0,0,0,0,0,0,other_secretary_administrator,76584.1,46109.11,39600.98,52.61,693,52,11.246157819836524,10.73878751079756,10.586634395992613,0.5170914067019066,0.858853705916231,0.6020715788264064,1650.0408332645818,1472.7711538178316,good,mid,89.0,14.0,5.428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,False,True,False,False,False,True,False,False,3,0,0,0,0,0,0,0,1
CUST-474440,66,F,retiree,retired,25800.26,594.0,3305.46,15.27,12974.97,36,1,I'm worried that the bank is losing its values; it's not the same company it used to be.,0,0,0,0,0,0,0,0,0,0,0,other_retired,25800.26,3305.46,12974.97,15.27,594,66,10.158178606926514,8.103633409657602,9.470854464391978,0.5029007459614553,3.9253144796778887,0.12811731354644768,360.4158333233218,390.91303029710735,medium,senior,88.0,18.0,3.9444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.7,True,False,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-776502,20,M,young_adult,Missing,15002.94,472.99,70.84,41.0,2846.78,12,0,Their quick response and resolution of app issues are impressive!,0,0,0,0,0,0,0,0,0,1,0,missing,15002.94,70.84,2846.78,41.0,467,20,9.616068112260164,4.274441423993944,7.954295022357138,0.189748142697352,40.186053076790145,0.004721741205390095,237.23166664689737,750.1469999624927,low,young,65.0,10.0,5.6,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,positive,0.8,False,True,False,False,True,False,False,True,False,False,False,False,True,24,0,0,0,0,0,0,1,0
CUST-601916,29,F,professional,Medical technical officer,50365.64,780.0,10533.72,44.2,2454.55,36,0,The efficiency of the online application process for loans was impressive.,0,0,0,0,0,0,0,0,0,0,0,it,50365.64,10533.72,2454.55,44.2,780,29,10.827084330141886,9.262431747811997,7.806106047723627,0.04873461351826268,0.23301834489617793,0.20914496470212215,68.18194444255052,1736.746206836664,excellent,adult,74.0,11.0,5.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,True,False,False,False,True,False,False,False,80,0,1,0,0,0,0,0,0
CUST-672079,46,F,professional,Secondary school teacher,84847.69,631.0,44509.61,73.06,35631.79,24,1,I am concerned about the bank's adherence to ethical and responsible business practices.,0,0,0,0,0,0,0,0,0,0,0,education,84847.69,44509.61,35631.79,73.06,631,46,11.348624831533172,10.703482866701432,10.481021560333547,0.4199500304604589,0.8005415010376231,0.5245824606421161,1484.657916604806,1844.514999959902,medium,mid,88.0,13.0,5.846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.8,True,False,True,False,False,False,False,False,True,False,True,False,False,30,0,0,0,0,0,1,0,0
CUST-900961,41,F,professional,Horticultural consultant,129006.84,777.0,27188.26,32.12,55307.7,12,0,The online platform's efficiency has greatly streamlined our business transactions.,0,0,0,0,0,0,0,0,0,0,0,other_horticultural_consultant,129006.84,27188.26,55307.7,32.12,777,41,11.76762845669087,10.210577321367964,10.920685498825321,0.42871912838109644,2.034249341443622,0.21075053074705022,4608.974999615918,3146.5082926061827,excellent,adult,83.0,10.0,7.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,True,False,False,True,False,False,False,True,False,False,False,2,0,0,0,0,0,0,0,1
CUST-749840,33,M,professional,Operational researcher,108871.26,659.0,41221.1,41.6,53368.99,12,1,"Customer service is unresponsive, making it difficult to resolve pressing business account issues quickly.",0,0,0,0,0,0,0,0,0,0,0,research,108871.26,41221.1,53368.99,41.6,659,33,11.597930547362807,10.626729799289388,10.885003881956791,0.49020274037426875,1.2947007721773245,0.3786224206461799,4447.415832962715,3299.1290908091173,medium,adult,106.0,14.0,6.642857142857143,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,True,False,False,False,False,False,True,True,False,False,False,39,0,0,0,0,1,0,0,0
CUST-384815,79,M,retiree,retired,49483.73,760.0,52631.69,32.37,15940.93,24,0,The team went above and beyond to answer my questions regarding my account.,0,0,0,0,0,0,0,0,0,0,0,other_retired,49483.73,52631.69,15940.93,32.37,760,79,10.80941941611706,10.87109268857502,9.676708024061154,0.32214487468910846,0.302877030929459,1.0636160612791101,664.2054166389914,626.3763291059953,excellent,senior,75.0,13.0,4.846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.9,False,True,False,True,False,True,False,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-107161,74,M,retiree,retired,36177.76,677.0,5635.5,18.68,12192.19,12,0,I was helped out a lot by the lovely staff at the bank.,0,0,0,0,0,0,0,0,0,0,0,other_retired,36177.76,5635.5,12192.19,18.68,677,74,10.496227485282901,8.637018584484586,9.408632878150247,0.33700787445103464,2.163461982077515,0.15577249669409726,1016.0158332486653,488.888648642042,good,senior,55.0,13.0,3.3076923076923075,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.8,False,True,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-133276,79,M,retiree,retired,36026.59,650.0,4781.75,28.19,13123.73,60,0,Thank you for going the extra mile when helping me with my issues.,0,0,0,0,0,0,0,0,0,0,0,other_retired,36026.59,4781.75,13123.73,28.19,650,79,10.492040312801132,8.47277097386349,9.482253515819659,0.3642789950422629,2.7445454070156856,0.13272835425167545,218.72883332968786,456.0327848043539,medium,senior,66.0,13.0,4.153846153846154,1.0,1.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,False,True,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-803953,80,F,retiree,retired,34127.81,646.0,1328.96,20.54,9711.25,24,0,The quick response time to my password issues was a huge help.,0,0,0,0,0,0,0,0,0,0,0,other_retired,34127.81,1328.96,9711.25,20.54,646,80,10.437897174606697,7.192904145575562,9.181143254318883,0.2845553230634992,7.307405790988963,0.038940676240285015,404.63541664980687,426.59762499466746,medium,senior,62.0,12.0,4.25,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,positive,0.9,True,False,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-980521,33,F,professional,Museum/gallery curator,91525.62,629.0,23767.58,40.38,47001.01,24,0,"The international wire transfer fees are exorbitant, making it expensive to conduct global business.",0,0,0,0,0,0,0,0,0,0,0,other_museum_gallery_curator,91525.62,23767.58,47001.01,40.38,629,33,11.424385137913736,10.076119819402768,10.757945645735205,0.5135284524704612,1.9775261090947425,0.2596822616443324,1958.3754165850678,2773.503636279591,medium,adult,100.0,14.0,6.214285714285714,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,negative,-0.9,True,False,True,False,False,False,False,False,True,True,False,False,False,1,0,0,0,0,0,0,0,1
CUST-749887,62,F,retiree,retired,45041.27,617.0,10933.68,36.69,14025.11,12,1,I feel unsafe and this bank doesn't care! I've been here for so long and nothing.,0,0,0,0,0,0,0,0,0,0,0,other_retired,45041.27,10933.68,14025.11,36.69,617,62,10.715356661188313,9.299694668850941,9.548675871644173,0.31138353780876277,1.282743778855675,0.2427480397422133,1168.75916656927,726.4720967624762,medium,mid,81.0,16.0,4.125,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,negative,-0.9,True,False,False,True,False,False,False,False,True,False,True,False,False,327,1,0,0,0,0,0,0,0
CUST-715551,44,F,professional,Secretary/administrator,121680.94,774.0,47040.99,48.38,27203.21,24,0,I experienced significant delays in receiving a refund for an erroneous charge.,0,0,0,0,0,0,0,0,0,0,0,other_secretary_administrator,121680.94,47040.99,27203.21,48.38,774,44,11.70916587026433,10.75879588609947,10.211127019718756,0.22356180022935207,0.5782873617243052,0.3865929207976172,1133.4670832861054,2765.4759090280577,excellent,adult,79.0,12.0,5.666666666666667,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,negative,-0.7,True,False,True,False,False,True,False,False,False,True,False,False,False,3,0,0,0,0,0,0,0,1
CUST-686716,40,M,professional,Cytogeneticist,82671.24,823.0,16128.33,46.0,37585.85,36,1,The bank's fee structure for business checking accounts is complicated and confusing.,0,0,0,0,0,0,0,0,0,0,0,other_cytogeneticist,82671.24,16128.33,37585.85,46.0,823,40,11.322639153561266,9.688394632748798,10.534409534164219,0.45464238833238185,2.330424166668072,0.19508997324825178,1044.0513888598875,2066.7809999483306,excellent,adult,85.0,12.0,6.166666666666667,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,negative,-0.7,False,True,True,False,False,True,False,False,False,True,False,False,False,3,0,0,0,0,0,0,0,1
CUST-245939,35,F,professional,Financial manager,131321.26,803.0,33142.44,47.79,65809.8324,24,0,The responsiveness of the customer support team is truly commendable.,0,0,0,0,0,0,0,0,0,0,0,finance,131321.26,33142.44,66880.26,47.79,803,35,11.785409581336463,10.408600087645395,11.09453972990383,0.5011361633295287,1.9856664868367573,0.2523768047915452,2742.076349885747,3752.0359998927997,excellent,adult,69.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.9,True,False,True,False,False,True,False,False,False,True,False,False,False,17,0,0,0,0,0,0,0,1
CUST-293411,74,F,retiree,retired,44552.29,702.0,13189.69,40.09,3848.71,36,1,The support agent on the phone cut the line to avoid dealing with me!,0,0,0,0,0,0,0,0,0,0,0,other_retired,44552.29,13189.69,3848.71,40.09,702,74,10.70444127977939,9.487266556700963,8.255753099769459,0.08638635634666397,0.2917968504187519,0.2960496531154674,106.90861110814144,602.0579729648371,good,senior,69.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,negative,-0.9,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-980690,77,F,retiree,retired,45792.88,641.0,25666.93,50.32,12345.01,36,0,The helpful assistance I got with my questions was excellent.,0,0,0,0,0,0,0,0,0,0,0,other_retired,45792.88,25666.93,12345.01,50.32,641,77,10.731905736719584,10.15299763173563,9.421088212932453,0.2695836121248485,0.4809694809624493,0.5605004533455734,342.916944434919,594.7127272650037,medium,senior,61.0,10.0,5.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,positive,0.9,True,False,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-763121,39,M,professional,"Producer, radio",79890.57,760.0,23869.98,52.65,6359.33,36,0,High interest rates and benefits are a huge reason to be with the bank.,0,0,0,0,0,0,0,0,0,0,0,other_producer_radio,79890.57,23869.98,6359.33,52.65,760,39,11.288425619304519,10.080418774208589,8.757835541780548,0.07960050854562584,0.26641538870161324,0.29878344840948934,176.64805555064868,2048.4761537936292,excellent,adult,71.0,14.0,4.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,False,True,True,False,False,True,False,False,False,True,False,False,False,2,0,0,0,0,0,0,0,1
CUST-827744,41,F,professional,Geophysical data processor,136053.86,777.0,29080.27,28.16,11093.72,60,1,The bank's mobile deposit feature is frequently unavailable due to technical issues.,0,0,0,0,0,0,0,0,0,0,0,health,136053.86,29080.27,11093.72,28.16,777,41,11.820813465734341,10.27784960332107,9.314224598455185,0.08153917867526816,0.3814861416348479,0.21374086703603845,184.89533333025173,3318.3868291873564,excellent,adult,84.0,12.0,6.083333333333333,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,negative,-0.8,True,False,True,False,False,True,False,False,False,True,False,False,False,62,0,0,1,0,0,0,0,0
CUST-979727,48,F,professional,Consulting civil engineer,83768.31,809.0,41269.25,59.44,20736.26,24,0,The expertise of the banking staff was invaluable in securing my business loan.,0,0,0,0,0,0,0,0,0,0,0,it,83768.31,41269.25,20736.26,59.44,809,48,11.335821990274969,10.627897180397289,9.93968736119484,0.24754301477491608,0.5024627295140933,0.4926594555864802,864.0108332973329,1745.1731249636423,excellent,mid,79.0,13.0,5.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,True,False,False,False,False,True,False,False,80,0,1,0,0,0,0,0,0
CUST-846925,59,F,professional,"Teacher, adult education",98800.02,727.0,22283.36,58.09,2996.39,60,0,I am happy to choose this bank to do my banking.,0,0,0,0,0,0,0,0,0,0,0,education,98800.02,22283.36,2996.39,58.09,727,59,11.500863207569308,10.011640366099067,8.005497188980602,0.030327827868860444,0.1344676027313594,0.22554003531578004,49.939833332501,1674.576610141109,good,mid,48.0,11.0,3.4545454545454546,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,False,True,False,False,False,True,False,False,30,0,0,0,0,0,1,0,0
CUST-789233,43,F,professional,Technical author,66787.3,632.0,24825.55,71.49,21696.91,24,1,I encountered numerous errors while attempting to deposit a check using the mobile deposit feature.,0,0,0,0,0,0,0,0,0,0,0,it,66787.3,24825.55,21696.91,71.49,632,43,11.109283194483638,10.119668924023678,9.984971221526065,0.32486580532525905,0.8739749975327485,0.37171063959764244,904.0379166289985,1553.1930232196935,medium,adult,99.0,15.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.7,True,False,True,False,False,False,False,False,True,True,False,False,False,80,0,1,0,0,0,0,0,0
